date,Ambagiorgis Sch,Aymba,Chewahit,Gondar A.P.,Maksegnit,Shembekit
05/09/2007,8.9,0,0.2,0,0,1.2
06/09/2007,17.5,5.7,9.7,14.3,10.7,0
07/09/2007,3.4,0,0.3,0.9,4.9,10.8
08/09/2007,15.8,20.3,6.6,4.5,21.6,1.8
09/09/2007,20,10.8,9.1,8.8,1,9.5
10/09/2007,18,4.2,8.2,2.4,18.3,6.1
11/09/2007,1.3,10.5,0,6.1,0,1.5
12/09/2007,2.6,0,3.7,20.9,6.3,0
13/09/2007,0,0,0,0,15.9,28.2
14/09/2007,0,8.5,0,0,0,0
15/09/2007,0,8.4,0,0,0,0.5
16/09/2007,0,4.6,1.3,15.8,0,0
17/09/2007,0,0,0,0,0,1.4
18/09/2007,0,0,0,0,0,0
19/09/2007,0,1.3,9.8,1.2,0,0
20/09/2007,0,10.8,0,0,0,0
21/09/2007,0,6.6,0,0,0,0
22/09/2007,0,0,4.4,0,0,0
23/09/2007,0,0,6.8,0,0,0
24/09/2007,0,0,0.3,0,0,0
25/09/2007,0,0,0.8,1.6,0,0
26/09/2007,0,0,40.5,1.7,1.3,0
27/09/2007,0,16.4,0,0,0,0
28/09/2007,0,30,0,0,0,0
29/09/2007,0,27.7,0.1,0,0,0
30/09/2007,0,5.4,4,12.5,0,0
01/10/2007,0,0,0,6.1,0,0
02/10/2007,0,0,0,0,0,0
03/10/2007,0,4.5,0,0,0,0
04/10/2007,0,5.3,0,0,0,0
05/10/2007,0,0,0,7.4,0,0
06/10/2007,0,25.6,0,0,0,0
07/10/2007,0,30.3,0,0,0,0
08/10/2007,0,5.4,0,0,0,0
09/10/2007,0,0,0,0,0,12.3
10/10/2007,0,15.3,0,0,0,9.5
11/10/2007,0,8.4,0,0,0,0
12/10/2007,0,0,0,0,0,0
13/10/2007,0,0,0,0,0,0
14/10/2007,0,0,0,0,0,0
15/10/2007,0,0,6,6.4,4.5,0
16/10/2007,0,50.5,1.2,7.3,16.5,0
17/10/2007,0,7.5,0,0,0,0
18/10/2007,0,25.6,0,1.6,0,0
19/10/2007,0,0,1.1,0,0,0
20/10/2007,0,0,0,0,0,0
21/10/2007,0,0,0,0,0,0
22/10/2007,0,0,0,0,0,0
23/10/2007,0,0,0,0,0,0
24/10/2007,0,0,0,0,0,0
25/10/2007,0,0,0,0,0,4.1
26/10/2007,0,0,0,0,0,3.4
27/10/2007,0,0,0,0,0,0
28/10/2007,0,0,0,0,0,0
29/10/2007,0,0,0,0,0,0
30/10/2007,10.9,0,0,1.7,0,0
31/10/2007,0,0,0,0,0,0
01/11/2007,0,2.5,0,0,2.5,4.5
02/11/2007,4,0,0,0,0,3.7
03/11/2007,8.6,5.6,4,0.3,0.6,0
04/11/2007,15.3,0,12.8,0,2.8,0
05/11/2007,0,0,0,0,0,0
06/11/2007,0,0,0,0,0,0
07/11/2007,0,0,0.4,0,0,0
08/11/2007,0,0,0,0,0,0
09/11/2007,0,0,0,0,0,0
10/11/2007,0,0,0,0,0,0
11/11/2007,0,0,0,0,0,0
12/11/2007,0,0,0,0,0,0
13/11/2007,0,0,0,0,0,0
14/11/2007,0,0,0,0,0,0
15/11/2007,0,0,0,0,0,0
16/11/2007,0,0,0,0,0,0
17/11/2007,0,0,0,0,0,0
18/11/2007,0,0,0,0,0,0
19/11/2007,0,0,0,0,0,0
20/11/2007,0,0,0,0,0,0
21/11/2007,0,0,0,0,0,0
22/11/2007,0,0,0,0,0,0
23/11/2007,0,0,0,0,0,0
24/11/2007,0,0,0,0,1,0
25/11/2007,0,0,0,0,0,0
26/11/2007,0,0,6.8,0,0,0
27/11/2007,0,0,7.4,0,0,0
28/11/2007,0,0,0,0,0,0
29/11/2007,0,0,0,0,0,0
30/11/2007,0,0,0,0,0,0
01/12/2007,0,0,0,0,0,0
02/12/2007,0,0,0,0,0,0
03/12/2007,0,0,0,0,0,0
04/12/2007,0,0,0,0,0,0
05/12/2007,0,0,0,0,0,0
06/12/2007,0,0,0,0,0,0
07/12/2007,0,0,0,0,0,0
08/12/2007,0,0,0,0,0,0
09/12/2007,0,0,0,0,0,0
10/12/2007,0,0,0,0,0,0
11/12/2007,0,0,0,0,0,0
12/12/2007,0,0,0,0,0,0
13/12/2007,0,0,0,0,0,0
14/12/2007,0,0,0,0,0,0
15/12/2007,0,0,0,0,0,0
16/12/2007,0,0,0,0,0,0
17/12/2007,0,0,0,0,0,0
18/12/2007,0,0,0,0,0,0
19/12/2007,0,0,0,0,0,0
20/12/2007,0,0,0,0,0,0
21/12/2007,0,0,0,0,0,0
22/12/2007,0,0,0,0,0,0
23/12/2007,0,0,0,0,0,0
24/12/2007,0,0,0,0,0,0
25/12/2007,0,0,0,0,0,0
26/12/2007,0,0,0,0,0,0
27/12/2007,0,0,0,0,0,0
28/12/2007,0,0,0,0,0,0
29/12/2007,0,0,0,0,0,0
30/12/2007,0,0,0,0,0,0
31/12/2007,0,0,0,0,0,0
01/01/2008,0,0,0,0,0,0
02/01/2008,0,0,5.9,0,0,0
03/01/2008,0,0,0,0,0,0
04/01/2008,0,0,2.8,0,0,0
05/01/2008,0,0,0,0,0,0
06/01/2008,0,0,0,0,0,0
07/01/2008,0,0,0,0,0,0
08/01/2008,0,0,0,0,0,0
09/01/2008,0,0,0,0,0,0
10/01/2008,0,0,1.3,0,0,0
11/01/2008,0,0,0,0,0,0
12/01/2008,0,0,0,0,0,0
13/01/2008,0,0,0,2.6,0,8.8
14/01/2008,0,0,22.8,0,0,0
15/01/2008,0,0,0.7,0,0,0
16/01/2008,0,0,3.8,0,0,0
17/01/2008,3.4,0,4.3,1.5,1.5,4.2
18/01/2008,0,0,14,0,0,0
19/01/2008,0,0,7.2,0,0,0
20/01/2008,0,0,3.9,0,0,0
21/01/2008,0,2,5.8,0,0,0
22/01/2008,0,3.4,1.1,0.7,0,0
23/01/2008,0,0,0.3,1,5.7,1.3
24/01/2008,0,0,5.8,0,0,0
25/01/2008,6,0,0,0,0,0
26/01/2008,0,0,5,0,0,0
27/01/2008,0,0,0.3,0,0,0
28/01/2008,0,0,5.2,0,0,0
29/01/2008,0,0,0,0,0,0
30/01/2008,0,0,5.6,0,0,0
31/01/2008,0,0,0,0,0,0
01/02/2008,0,0,0,0,0,0
02/02/2008,0,0,0,0,0,0
03/02/2008,0,0,0,0,0,0
04/02/2008,0,0,0,0,0,0
05/02/2008,0,0,0,0,0,0
06/02/2008,0,0,0,0,0,0
07/02/2008,0,0,0,0,0,0
08/02/2008,0,0,0,0,0,0
09/02/2008,0,0,0,0,0,0
10/02/2008,0,0,0,0,0,0
11/02/2008,0,0,0,0,0,0
12/02/2008,0,0,0,0,0,0
13/02/2008,0,0,0,0,0,0
14/02/2008,0,0,0,0,0,0
15/02/2008,0,0,0,0,0,0
16/02/2008,0,0,0,0,0,0
17/02/2008,2.5,0,0,0,0,0
18/02/2008,0,0,0,0,0,0
19/02/2008,0,0,0,0,0,0
20/02/2008,0,0,0,0,0,0
21/02/2008,0,0,0,0,0,0
22/02/2008,0,0,0,0,0,0
23/02/2008,0,0,0,0,0,0
24/02/2008,0,0,0,0,0,0
25/02/2008,0,0,0,0,0,0
26/02/2008,0,0,0,0,0,0
27/02/2008,0,0,0,0,0,0
28/02/2008,0,0,0,0,0,0
29/02/2008,0,0,0,0,0,0
01/03/2008,0,0,0,0,0,0
02/03/2008,0,0,0,0,0,0
03/03/2008,0,0,0,0,0,0
04/03/2008,0,0,0,0,0,0
05/03/2008,0,0,0,0,0,0
06/03/2008,0,0,0,0,0,0
07/03/2008,0,0,0,0,0,0
08/03/2008,0,0,0,0,0,0
09/03/2008,0,0,0,0,0,0
10/03/2008,0,0,0,0,0,0
11/03/2008,0,0,0,0,0,0
12/03/2008,0,0,0,0,0,0
13/03/2008,0,0,0,0,0,0
14/03/2008,0,0,0,0,0,0
15/03/2008,0,0,0,0,0,0
16/03/2008,0,0,0,0,0,0
17/03/2008,0,0,0.1,0,0,0
18/03/2008,0,0,0,0,0,0
19/03/2008,0,0,0,0,0,0
20/03/2008,0,0,0,0,0,0
21/03/2008,0,0,0,0,0,0
22/03/2008,0,0,0,0,0,0
23/03/2008,0,0,0,0,0,0
24/03/2008,0,0,0,0,0,0
25/03/2008,0,0,0,0,0,0
26/03/2008,0,0,0,0,0,0
27/03/2008,0,0,0,0,0,0
28/03/2008,0,0,0,0,0,0
29/03/2008,0,0,0,0,0,0
30/03/2008,0,0,0,0,0,0
31/03/2008,0,0,0,0,0,4.3
01/04/2008,0,0,0,0,0,0
02/04/2008,0,0,0,0,0.8,0
03/04/2008,6.2,0,2.6,3.1,0,0
04/04/2008,24,0,0,0,0.5,11.4
05/04/2008,0,0,0.7,3.6,0.1,0
06/04/2008,0,0,2.2,7.4,0,1.5
07/04/2008,0,0,0,0,0,0
08/04/2008,5.5,0,0.7,6.6,26.8,6.3
09/04/2008,0,0,0,2,0,5.2
10/04/2008,6.8,0,24.7,17.7,0,4.6
11/04/2008,4.3,0,1.7,2.1,7.2,6.8
12/04/2008,0,0,1.5,1.4,0,0
13/04/2008,0,0,0,0,0,3.2
14/04/2008,0,0,0,0,0,0
15/04/2008,0,0,0,0,0,1.3
16/04/2008,0,0,0,0,0,0
17/04/2008,0,0,0,0,0,0
18/04/2008,0,0,0,0,0,0
19/04/2008,0,0,0,0,0,0
20/04/2008,0,0,0,0,0,0
21/04/2008,0,0,0,0,0,0
22/04/2008,0,0,0,0,0,0
23/04/2008,0,0,0,0,0,0
24/04/2008,0,0,0,0,0,0
25/04/2008,0,0,0,0,0,0
26/04/2008,0,0,0,0,0,0
27/04/2008,0,0,0,0,0,20.2
28/04/2008,0,0,0,0,0,2.4
29/04/2008,0,0,4.5,2.9,0.8,8.2
30/04/2008,2.3,0,8.1,14.7,0.2,0
01/05/2008,3.1,0,6.6,5.7,46.5,
02/05/2008,0,0,12.9,0,4.5,
03/05/2008,11.4,0,5.8,4.5,4.1,
04/05/2008,6.8,0,0.5,6.6,12.4,
05/05/2008,0,0,11.6,19,11,
06/05/2008,7.1,0,0,0,4.7,
07/05/2008,0,3.5,0,0,6.8,
08/05/2008,0,2.5,0.7,0,0,
09/05/2008,0,0,2.6,3.1,0,
10/05/2008,0,0,0,0,14,
11/05/2008,0,0,0,0,0,
12/05/2008,0,0,7.3,4,1.6,
13/05/2008,0,0,0,0,7,
14/05/2008,0,0,0.4,0,0,
15/05/2008,6,0,0,5.7,4.4,
16/05/2008,0,0,6.7,16.2,0,
17/05/2008,0,0,0,1,2,
18/05/2008,8.7,0,0.9,0,0,
19/05/2008,24.3,0,4,4.5,21,
20/05/2008,12.6,2.1,0.1,9.3,6,
21/05/2008,31.8,22.5,0,0,0,
22/05/2008,0,0,0,0,0,
23/05/2008,0,5.4,0.7,0,0,
24/05/2008,0,3.2,16.1,0,0,
25/05/2008,0,0,2.3,23.3,8.4,
26/05/2008,0,0,0,0,0,
27/05/2008,0,0,0.8,0,0,
28/05/2008,0,0,0,0,0,
29/05/2008,0,6.4,6.4,4.2,1.9,
30/05/2008,0,0,0,0,8.7,
31/05/2008,0,0,3.5,0,2.8,
01/06/2008,0,0,0,0,0.9,11
02/06/2008,15.2,0,26.3,36.2,21,13.5
03/06/2008,38.5,15.3,5.5,4.6,17.7,42.2
04/06/2008,0,15.4,6,7.3,0.5,1.7
05/06/2008,0,0,13.1,4.3,0,11.2
06/06/2008,0,0,0.7,3.5,0,0
07/06/2008,0,6.4,0,0,28,0
08/06/2008,15.5,26.5,5.1,5.9,0.5,0
09/06/2008,0,0,0.7,1.1,3.5,0
10/06/2008,0,0,0.5,4.5,1.5,0
11/06/2008,1.3,0,22.6,5.3,0.3,0
12/06/2008,0,0,1.9,0,0,6.8
13/06/2008,0,0,2.4,6.7,0,5.4
14/06/2008,0,7.6,12.3,23.6,4.2,0
15/06/2008,8.9,0,5.7,2.6,14,0
16/06/2008,0,0,1.7,0,0.6,0
17/06/2008,3.4,0,12.1,18.4,1.6,7.2
18/06/2008,21.7,0,3.2,33.9,3.6,8.3
19/06/2008,6.3,0,21.1,9.6,5.2,11.2
20/06/2008,0,0,12.9,22.4,6.2,13
21/06/2008,9,10.3,1.9,3.3,0,0
22/06/2008,11.2,18.4,0,4.5,0,0
23/06/2008,0,0,20.1,9.5,11,0
24/06/2008,0,0,11.7,3.7,1,0
25/06/2008,9.6,12.2,0,12.3,0,0
26/06/2008,0,0,0,0.4,0,0
27/06/2008,0,10.6,0,0.3,0,0
28/06/2008,0,5.2,4.4,1.3,9.1,13.6
29/06/2008,8,20.6,10.3,3.2,15.4,0
30/06/2008,0,0,0,0,0,1.4
01/07/2008,2,13.4,2.9,11.4,10,4.8
02/07/2008,0,8.5,0,2.7,18.4,0
03/07/2008,8.3,16.3,1.8,0,3.1,1.4
04/07/2008,15.2,0,11.6,5.5,5,12.2
05/07/2008,9.8,5.6,8.4,8.5,13.4,0
06/07/2008,18.4,7.2,0,3.7,6,3.8
07/07/2008,48.7,12.2,26,41,7.7,1.4
08/07/2008,6.5,0,6.7,1.2,0,1.3
09/07/2008,2.1,9.3,0,0,13,12.4
10/07/2008,13.3,0,7.9,18,3.3,19.2
11/07/2008,14.4,0,11,15.4,4,2.4
12/07/2008,22.3,0,5.9,12.1,14.5,1.6
13/07/2008,10.5,0,2.6,0,10,4.2
14/07/2008,3.8,5.6,0.2,6,2.1,0
15/07/2008,0,3.2,9,11,0,2.8
16/07/2008,0,16.5,4.6,21,4.4,0
17/07/2008,0,7.6,2.2,0.5,4.5,0
18/07/2008,0,0,12.5,5.2,16,15.3
19/07/2008,0,20,1,4.4,1,0
20/07/2008,0,10.5,8.8,7.8,5.2,0
21/07/2008,9.8,16.2,8.6,14,3.4,9.8
22/07/2008,10.3,0,8.6,11,11,10.6
23/07/2008,1.2,0,7.1,0,67.2,0
24/07/2008,13.5,8.3,8,10.6,14,7.2
25/07/2008,18.7,4.1,35.4,20.2,11,4.6
26/07/2008,10.9,15,4.9,51.2,14,14.4
27/07/2008,13.1,9,2.7,7.1,17,0
28/07/2008,6.4,0,3.7,46.3,1.2,7.2
29/07/2008,8.3,0,6.9,4.7,11.2,2.4
30/07/2008,9.8,0,31.5,22.3,13.2,3.7
31/07/2008,6.6,5,8.5,14.4,20.2,21.5
01/08/2008,4.8,10,19.3,24,16.2,
02/08/2008,26,20.4,0.8,12.1,7.7,
03/08/2008,18.4,5.6,10.8,12.3,11,
04/08/2008,27.3,7.8,10.7,11.1,24.5,
05/08/2008,19.7,0,20.7,49,20.4,
06/08/2008,25.6,15,36.5,28.2,7.6,
07/08/2008,15.8,9.4,4.3,18.4,20.2,
08/08/2008,10.6,0,4.3,0.2,23,
09/08/2008,8.7,0,24.1,16.4,11,
10/08/2008,22.9,2.6,6.8,15.8,19.6,
11/08/2008,11.4,5.2,0,2,0,
12/08/2008,7.7,8,0.9,0.5,11,
13/08/2008,24.3,20,13.6,20.5,13.1,
14/08/2008,8.2,12.4,7.6,9.3,16,
15/08/2008,3.4,22,0.2,0.9,0,
16/08/2008,6.7,30,3.7,9.5,13.6,
17/08/2008,10.2,0,4.6,5.7,15.4,
18/08/2008,6,0,2.7,4,1.4,
19/08/2008,5.2,5.1,2.5,2,5.3,
20/08/2008,0,8.7,2.2,2.8,5.6,
21/08/2008,0,40,7.2,11.7,42.4,
22/08/2008,8.4,3.4,17.7,15.3,23.2,
23/08/2008,0,2.3,6.4,0.5,0.8,
24/08/2008,6.3,1,12.8,7.2,27.3,
25/08/2008,8,15.4,0.9,0,0,
26/08/2008,0,24.3,5.6,0,0,
27/08/2008,11,30,0.6,7,3.6,
28/08/2008,9.2,15.4,1.5,4.4,14.4,
29/08/2008,0,20,1.6,13.7,3.2,
30/08/2008,0,3.4,0,0,0,
31/08/2008,8.4,26.3,14.4,0,0,
01/09/2008,6.6,25.3,7.3,23,6.8,2.7
02/09/2008,10.1,10.4,0.2,17.4,0,4.6
03/09/2008,0,8.2,28.1,4.3,3.2,11.8
04/09/2008,21,20,5.3,0,0,0
05/09/2008,6.8,8.2,0,5.6,4,37.2
06/09/2008,8.4,6.1,13.3,0,12,1.8
07/09/2008,3.6,15.4,7.7,16.4,9,0
08/09/2008,0,0,35.9,3.6,8.2,32
09/09/2008,7.4,0,0.6,13.1,28,2.7
10/09/2008,13.5,0,0,11,3,7.1
11/09/2008,0,0,0.1,0,0,22.9
12/09/2008,0,8.9,0,0,0,0
13/09/2008,6.6,3.4,1.7,0,0,19.1
14/09/2008,9.3,0,0.1,0,0,0
15/09/2008,0,16.2,2.7,0,0,1.7
16/09/2008,8,25,0,0,0,0
17/09/2008,10.1,2.1,18.9,0,0,0
18/09/2008,0,12,0,1.1,0,7.4
19/09/2008,0,6.7,0,0,0,0
20/09/2008,0,13.1,0.5,0,0,0
21/09/2008,3.2,9,0,1.4,10.2,0
22/09/2008,0,40,0,0,0,14.6
23/09/2008,0,3,0,0,0,0
24/09/2008,0,0,6.6,0,0,0
25/09/2008,0,0,0,5.7,2.5,0
26/09/2008,0,1,0,0,0,2.2
27/09/2008,0,0,0,0,0,0
28/09/2008,0,25.1,0.4,0,0,0
29/09/2008,0,10.6,5.3,4.8,2.5,0
30/09/2008,0,30.8,1.2,3.4,0,2.3
01/10/2008,0,16.2,0,0,0,4.9
02/10/2008,0,0,0,0,0,0
03/10/2008,0,0,0,0,0,0
04/10/2008,0,8,0.1,0,0,0
05/10/2008,0,6.3,0,0,0,0
06/10/2008,0,7.1,0,0,0,0
07/10/2008,0,0,0,0,0,0
08/10/2008,0,0,1.8,0,0,11.3
09/10/2008,0,0,0,0,0,0
10/10/2008,0,0,1.7,0,0,0
11/10/2008,0,0,0,0,0,0
12/10/2008,0,0,0.1,0,0,0
13/10/2008,0,0,0,2.6,0,0
14/10/2008,0,0,0,0,0,0
15/10/2008,0,0,0,0,0,0
16/10/2008,0,0,0,0,0,0
17/10/2008,0,0,0,0,0,0
18/10/2008,0,0,0,0,0,0
19/10/2008,0,0,0,0,0,0
20/10/2008,0,0,0,0,0,0
21/10/2008,17.6,0,0,0,0,0
22/10/2008,6.5,0,0,0,0,0
23/10/2008,5.7,0,0,0,6,0
24/10/2008,3,0,0,3.5,0,11.9
25/10/2008,0,0,0,0,0,4.8
26/10/2008,0,0,0,5.6,0,0
27/10/2008,16,0,0,0.4,0,0
28/10/2008,8.4,0,2.3,2.5,12.4,0
29/10/2008,0,0,0,0,4,4.2
30/10/2008,0,0,2.6,0,9.8,0
31/10/2008,0,0,7.4,0.4,22,0
01/11/2008,0,0,0,1.4,0,0
02/11/2008,0,0,0,0,5.3,24.5
03/11/2008,0,0,0,0,0,0
04/11/2008,0,0,0,0,0,0
05/11/2008,0,0,0,0,0,0
06/11/2008,0,5.6,0,0,0,0
07/11/2008,0,0,0,0,0,2
08/11/2008,0,0,3.1,16.5,1.5,4.6
09/11/2008,0,0,0,0,0,0
10/11/2008,0,0,0,0,0,0
11/11/2008,0,0,0,0,0,0
12/11/2008,0,0,0,0,0,0
13/11/2008,0,0,0,0,0,0
14/11/2008,0,0,0,0,0,0
15/11/2008,0,0,0,0,0,0
16/11/2008,0,0,0,0,0,0
17/11/2008,0,0,0,0,0,0
18/11/2008,0,0,0,0,0,0
19/11/2008,0,0,0,0,0,0
20/11/2008,0,0,0,0,0,0
21/11/2008,0,0,0,0,0,0
22/11/2008,0,0,0,0,0,0
23/11/2008,0,0,0,0,0,0
24/11/2008,0,0,0,0,0,0
25/11/2008,0,0,0,0,0,0
26/11/2008,0,0,0,0,0,0
27/11/2008,0,0,0,0,0,0
28/11/2008,0,0,0,0,0,0
29/11/2008,0,0,0,0,1.5,0
30/11/2008,0,0,0,0,0,0
01/12/2008,0,0,0,0,0,0
02/12/2008,0,0,0,0,0,0
03/12/2008,0,0,0,0,0,0
04/12/2008,0,0,0,0,0,0
05/12/2008,0,0,0,0,0,0
06/12/2008,0,0,0,0,0,0
07/12/2008,0,0,0,0,0,0
08/12/2008,0,0,0,0,0,0
09/12/2008,0,0,0,0,0,4.6
10/12/2008,2.8,0,0,15.1,0,6.2
11/12/2008,0,0,0,0,0,0
12/12/2008,0,0,0,0,0,0
13/12/2008,0,0,0,0,0,0
14/12/2008,0,0,0,0,0,0
15/12/2008,0,0,0,0,0,0
16/12/2008,0,0,0,0,0,0
17/12/2008,0,0,0,0,0,0
18/12/2008,0,0,0,0,0,0
19/12/2008,0,0,0,0,0,0
20/12/2008,0,0,0,0,0,0
21/12/2008,0,0,0,0,0,0
22/12/2008,0,0,0,0,0,0
23/12/2008,0,0,0,0,0,0
24/12/2008,0,0,0,0,0,0
25/12/2008,0,0,0,0,0,0
26/12/2008,0,0,0,0,0,0
27/12/2008,0,0,0,0,0,0
28/12/2008,0,0,0,0,0,0
29/12/2008,0,0,0,0,0,0
30/12/2008,0,0,0,0,0,0
31/12/2008,0,0,0,0,0,0
01/01/2009,0,0,0,0,0,0
02/01/2009,0,0,0,0,0,0
03/01/2009,0,0,0,0,0,0
04/01/2009,0,0,0,0,0,0
05/01/2009,0,0,0,0,0,0
06/01/2009,0,0,0,0,0,0
07/01/2009,0,0,0,0,0,0
08/01/2009,0,0,0,0,0,0
09/01/2009,0,0,0,0,0,0
10/01/2009,0,0,0,0,0,0
11/01/2009,0,0,0,0,0,0
12/01/2009,0,0,0,0,0,0
13/01/2009,0,0,0,0,0,0
14/01/2009,0,0,0,0,0,0
15/01/2009,0,0,0,0,0,0
16/01/2009,0,0,0,0,0,0
17/01/2009,0,0,0,0,0,0
18/01/2009,0,0,0,0,0,0
19/01/2009,0,0,0,0,0,0
20/01/2009,0,0,0,0,0,0
21/01/2009,0,0,0,0,0,0
22/01/2009,0,0,0,0,0,0
23/01/2009,0,0,0,0,0,0
24/01/2009,0,0,0,0,0,0
25/01/2009,0,0,0,0,0,0
26/01/2009,0,0,0,0,0,0
27/01/2009,0,0,0,1.8,0.3,0
28/01/2009,0,0,0,0,0,0
29/01/2009,0,0,0,0,0,0
30/01/2009,0,0,0,0,0,0
31/01/2009,0,0,0,,0,0
01/02/2009,0,0,0,0,0,0
02/02/2009,0,0,0,0,0,0
03/02/2009,0,0,0,0,0,0
04/02/2009,0,0,0,0,0,0
05/02/2009,2.3,0,0,0,0,0
06/02/2009,0,0,0,0,0,0
07/02/2009,0,0,0,0,0,0
08/02/2009,0,0,0,0,0,0
09/02/2009,0,0,0,0,0,0
10/02/2009,0,0,0,0,0,0
11/02/2009,0,0,0,0,0,0
12/02/2009,0,0,0,0,0,0
13/02/2009,0,0,0,4.3,0,1.3
14/02/2009,0,0,0,3.1,0,0
15/02/2009,0,0,0,0,0,0
16/02/2009,0,0,0,0,0,0
17/02/2009,0,0,0,0,0,0
18/02/2009,0,0,0,0,0,0
19/02/2009,0,0,0,0,0,0
20/02/2009,0,0,0,0,0,0
21/02/2009,0,0,0,0,0,0
22/02/2009,0,0,0,5.1,0,0
23/02/2009,0,0,0,0,0,0
24/02/2009,0,0,0,0,0,0
25/02/2009,0,0,0,0,0,0
26/02/2009,0,0,0,0,0,0
27/02/2009,0,0,0,0,0,0
28/02/2009,0,0,0,0,0,0
01/03/2009,0,0,0,0,0,0
02/03/2009,0,0,0,0,0,0
03/03/2009,0,0,0,0,0,0
04/03/2009,0,0,0,0,0,0
05/03/2009,0,0,0,0,0,0
06/03/2009,0,0,0,0,0,0
07/03/2009,0,0,0,0,0,1.4
08/03/2009,2,0,0,0,0,5.6
09/03/2009,0,0,0,0,0,0
10/03/2009,0,0,0,0,0,0
11/03/2009,0,0,0,0,0,0
12/03/2009,0,0,0,0,0,0
13/03/2009,0,0,0,0,0,0
14/03/2009,0,0,0,0,0,0
15/03/2009,0,0,0.2,0,0,5.2
16/03/2009,4.2,0,1.6,0,0,2.2
17/03/2009,6.4,0,2.2,2.7,0,9.4
18/03/2009,0,0,0,0,0,0
19/03/2009,0,0,0,0,0,0
20/03/2009,0,0,0,0,0,0
21/03/2009,0,0,0,0,0,0
22/03/2009,0,0,0,0,0,0
23/03/2009,0,0,0,0,0,0
24/03/2009,0,3.5,0,0,0,0
25/03/2009,2.3,0,0,0,0,5.1
26/03/2009,2.6,0,0,3.3,3.5,16.5
27/03/2009,0,0,0,2.1,0,0
28/03/2009,0,0,0,0,0,0
29/03/2009,0,0,0,0,0,0
30/03/2009,0,0,0,0,0,0
31/03/2009,0,0,0,0,0,0
01/04/2009,0,0,0,0,0,0
02/04/2009,0,0,0,0,0,0
03/04/2009,0,0,0,0,0,0
04/04/2009,0,0,0,0,0,0
05/04/2009,0,0,0,0.3,0,0
06/04/2009,0,0,0,0,0,0
07/04/2009,0,0,0,0,0,0
08/04/2009,0,0,0,3.6,0.4,3.6
09/04/2009,0,0,1.8,0.3,0,1.4
10/04/2009,0,0,0,2.6,18.5,0
11/04/2009,0,0,0,0,0,0
12/04/2009,0,0,0,0,0,0
13/04/2009,0,2.1,0,0,0,0
14/04/2009,0,0,0,0,0,0
15/04/2009,0,0,0,0,0,0
16/04/2009,0,1,0,0,0,0
17/04/2009,0,0,0.7,0,1.1,3.4
18/04/2009,0,0,0.2,0.3,0,0
19/04/2009,0,0,0,0,0,0
20/04/2009,0,0,0,0,0,0
21/04/2009,0,0,0,0,0,0
22/04/2009,0,0,0,0,0,0
23/04/2009,0,0,0,0,0,0
24/04/2009,0,0,0,0,0,0
25/04/2009,0,0,0,0,0,0
26/04/2009,0,0,0,0,0,0
27/04/2009,0,0,0,0,0,0
28/04/2009,0,0,25.5,0.1,0,0
29/04/2009,0,0,0,0,0.1,2.8
30/04/2009,0,0,0,0,0,0
01/05/2009,0,0,0,1.4,0,0
02/05/2009,0,0,0,0,0,0
03/05/2009,0,0,0,0,0,0
04/05/2009,0,0,0,0,0,0
05/05/2009,0,0,0,0,0,0
06/05/2009,0,0,0,0,0,0
07/05/2009,0,0,0,0,0,0
08/05/2009,0,0,0,0,0,0
09/05/2009,0,0,0,0,0,0
10/05/2009,0,0,3.8,0,0,0
11/05/2009,0,0,0,0,0.1,31
12/05/2009,0,0,0,3.1,0,0
13/05/2009,0,0,0,0,0,0
14/05/2009,0,0,0,0,0,0
15/05/2009,0,0,0,0,0,0
16/05/2009,0,0,0,0,0,0
17/05/2009,0,0,0,0,0,0
18/05/2009,0,0,0,0,0,0
19/05/2009,0,0,0,0,0,0
20/05/2009,0,1.5,0,0,0,0
21/05/2009,0,0,0,0,0,0
22/05/2009,0,0,1.2,0,0,0
23/05/2009,0,0,0,0,0,0
24/05/2009,0,0,0,0,0,0
25/05/2009,0,0,0,3.5,0,0
26/05/2009,0,0,0,0,0,0
27/05/2009,0,0,0,0,0,0
28/05/2009,0,0,0,0,0,0
29/05/2009,0,0,0,0,0,0
30/05/2009,0,0,0,0,0,0
31/05/2009,0,0,0,0,0,0
01/06/2009,0,0,0,0,0,0
02/06/2009,0,0,0,9.2,0,0
03/06/2009,0,5.7,0.8,0,0,0
04/06/2009,0,3.4,0.7,0,0,1.3
05/06/2009,0,0,2.7,11.9,1,10.5
06/06/2009,0,0,0,29.3,3,0
07/06/2009,0,0,1.9,0,2.1,3.8
08/06/2009,0,0,0.9,2.9,0,0
09/06/2009,0,0,0,2.3,0,0
10/06/2009,0,0,1.8,0,0,0
11/06/2009,0,8,0,1.4,0,0
12/06/2009,0,1.2,0,0.5,0,13.9
13/06/2009,0,0,0.6,31.3,3.7,15.6
14/06/2009,0,0,8.6,0,0,0
15/06/2009,0,0,3.1,0,0,0
16/06/2009,0,0,0,0,0,0
17/06/2009,0,0,0.5,0.8,0.2,0
18/06/2009,0,0,13.3,16.9,11.8,15.2
19/06/2009,20.3,0,5.4,24,10.4,5.2
20/06/2009,0,0,16,0,2.3,7
21/06/2009,0,0,16.1,3.4,4.4,0
22/06/2009,0,0,1.9,9.3,1.2,0
